Price     , Close             , High              , Low               , Open              , Volume
Ticker    , ANGELONE.NS       , ANGELONE.NS       , ANGELONE.NS       , ANGELONE.NS       , ANGELONE.NS
Date      ,                   ,                   ,                   ,                   , 
2026-01-23, 2515.10009765625  , 2604.89990234375  , 2501.199951171875 , 2566.60009765625  , 522156
2026-01-27, 2543.10009765625  , 2560.0            , 2492.0            , 2515.199951171875 , 442718
2026-01-28, 2615.10009765625  , 2621.800048828125 , 2556.60009765625  , 2559.800048828125 , 572526
2026-01-29, 2588.39990234375  , 2638.0            , 2563.89990234375  , 2615.10009765625  , 299541
2026-01-30, 2540.89990234375  , 2598.39990234375  , 2511.0            , 2575.0            , 486693
2026-02-02, 2401.300048828125 , 2417.5            , 2256.10009765625  , 2313.0            , 1816812
2026-02-03, 2587.800048828125 , 2663.89990234375  , 2500.0            , 2500.0            , 2816376
2026-02-04, 2686.699951171875 , 2695.0            , 2566.699951171875 , 2590.0            , 1390887
2026-02-05, 2645.0            , 2682.300048828125 , 2626.10009765625  , 2665.0            , 604584
2026-02-06, 2642.0            , 2648.5            , 2565.199951171875 , 2618.10009765625  , 469671
2026-02-09, 2715.5            , 2724.60009765625  , 2649.89990234375  , 2652.0            , 704225
2026-02-10, 2783.0            , 2808.699951171875 , 2716.199951171875 , 2724.0            , 870730
2026-02-11, 2781.10009765625  , 2800.0            , 2764.10009765625  , 2780.0            , 485122
2026-02-12, 2752.0            , 2768.0            , 2705.300048828125 , 2768.0            , 458423
2026-02-13, 2698.300048828125 , 2733.39990234375  , 2669.800048828125 , 2709.0            , 603593
